epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
119,3486.24,0.32764,0.29904,0.19933,0.00102,0.10435,0.9296,0.90262,0.96882,0.94703,0.9296,0.90262,0.96882,0.90006,0.26364,0.31323,0.28686,0.00109,0,0.000122987,0.000122987,0.000122987
120,3515.25,0.32594,0.29654,0.20647,0.00105,0.10895,0.90317,0.85697,0.95352,0.92975,0.90317,0.85697,0.95387,0.88617,0.26784,0.32742,0.37526,0.00111,0,0.000119318,0.000119318,0.000119318
121,3544.07,0.32568,0.30441,0.20724,0.00104,0.09519,0.82557,0.91965,0.94262,0.91967,0.82557,0.91965,0.94302,0.88163,0.26883,0.32402,0.42531,0.00111,0,0.000115648,0.000115648,0.000115648
122,3573.11,0.32227,0.29582,0.18466,0.001,0.09764,0.91216,0.93282,0.96555,0.9448,0.91216,0.93282,0.96599,0.90357,0.2595,0.31005,0.28991,0.00107,0,0.000111978,0.000111978,0.000111978
123,3602.45,0.3162,0.2918,0.20416,0.00101,0.1054,0.92498,0.90698,0.9604,0.93825,0.92498,0.90698,0.96081,0.89194,0.26244,0.31157,0.31571,0.00109,0,0.000108309,0.000108309,0.000108309
124,3631.47,0.3188,0.28945,0.18884,0.00101,0.10129,0.89423,0.8997,0.95877,0.93594,0.89423,0.8997,0.95912,0.89365,0.26932,0.31367,0.34088,0.00111,0,0.000104639,0.000104639,0.000104639
125,3660.71,0.32126,0.28691,0.18495,0.00102,0.08702,0.89059,0.87781,0.94799,0.92529,0.89059,0.87781,0.94799,0.8837,0.26749,0.33304,0.41233,0.00111,0,0.00010097,0.00010097,0.00010097
126,3689.63,0.32149,0.28531,0.2075,0.00101,0.1088,0.87197,0.88004,0.93907,0.91621,0.87197,0.88004,0.93907,0.87811,0.27141,0.32642,0.4524,0.00112,0,9.73e-05,9.73e-05,9.73e-05
127,3718.78,0.32564,0.3064,0.18489,0.00102,0.09085,0.87672,0.88414,0.9408,0.91772,0.87672,0.88414,0.94157,0.87967,0.27243,0.32407,0.44529,0.00112,0,9.36304e-05,9.36304e-05,9.36304e-05
128,3747.66,0.31706,0.28515,0.19231,0.001,0.09799,0.88336,0.85322,0.92621,0.90519,0.88336,0.85322,0.92673,0.86394,0.26909,0.33609,0.48897,0.00112,0,8.99608e-05,8.99608e-05,8.99608e-05
129,3776.61,0.32171,0.29117,0.2063,0.00106,0.11349,0.86058,0.88059,0.93983,0.91822,0.86058,0.88059,0.93984,0.87249,0.26298,0.33733,0.45997,0.00109,0,8.62912e-05,8.62912e-05,8.62912e-05
130,3805.68,0.32569,0.28884,0.20483,0.00102,0.10718,0.89188,0.88577,0.95075,0.92784,0.89188,0.88577,0.95082,0.87978,0.26104,0.32908,0.40031,0.00108,0,8.26216e-05,8.26216e-05,8.26216e-05
131,3834.66,0.31505,0.28517,0.18555,0.00099,0.08997,0.88519,0.87854,0.94646,0.92478,0.88519,0.87854,0.94689,0.88161,0.26199,0.32346,0.40245,0.00109,0,7.8952e-05,7.8952e-05,7.8952e-05
132,3863.63,0.30757,0.28001,0.1721,0.00098,0.09194,0.88293,0.93304,0.96272,0.93972,0.88293,0.93304,0.96313,0.8946,0.25821,0.31709,0.31951,0.00106,0,7.52824e-05,7.52824e-05,7.52824e-05
133,3892.54,0.31394,0.28837,0.18854,0.00099,0.0971,0.89112,0.88598,0.95366,0.93131,0.89112,0.88598,0.95404,0.88813,0.26415,0.32131,0.37224,0.00109,0,7.16128e-05,7.16128e-05,7.16128e-05
134,3921.54,0.32736,0.29451,0.18459,0.00102,0.08664,0.84823,0.90783,0.94439,0.92128,0.84823,0.90783,0.94477,0.87369,0.26328,0.33258,0.41466,0.00109,0,6.79432e-05,6.79432e-05,6.79432e-05
135,3950.82,0.30194,0.28768,0.18333,0.00097,0.10136,0.89541,0.90407,0.95624,0.93416,0.89541,0.90407,0.95629,0.88665,0.26123,0.31357,0.34789,0.00108,0,6.42736e-05,6.42736e-05,6.42736e-05
136,3979.96,0.30745,0.28066,0.17737,0.00097,0.08993,0.91555,0.91308,0.96031,0.93824,0.91555,0.91308,0.96031,0.89386,0.25977,0.31731,0.33559,0.00107,0,6.0604e-05,6.0604e-05,6.0604e-05
137,4009.06,0.30418,0.27694,0.18309,0.00095,0.10423,0.91027,0.8739,0.95228,0.92955,0.91027,0.8739,0.95228,0.88498,0.26262,0.32493,0.37213,0.00108,0,5.69344e-05,5.69344e-05,5.69344e-05
138,4038.28,0.3049,0.28095,0.16672,0.00095,0.08739,0.88666,0.88058,0.94631,0.92421,0.88666,0.88058,0.94631,0.87796,0.26135,0.32173,0.40181,0.00108,0,5.32648e-05,5.32648e-05,5.32648e-05
139,4067.6,0.3033,0.2813,0.16116,0.00095,0.07223,0.88612,0.89168,0.94702,0.9245,0.88612,0.89168,0.94702,0.87899,0.26355,0.32246,0.3967,0.00109,0,4.95952e-05,4.95952e-05,4.95952e-05
140,4096.82,0.30662,0.28505,0.17248,0.00099,0.08521,0.8907,0.89134,0.94709,0.92526,0.8907,0.89134,0.94709,0.88033,0.26135,0.32314,0.40006,0.00108,0,4.59256e-05,4.59256e-05,4.59256e-05
141,4127.14,0.24727,0.27303,0.13372,0.00108,0.04945,0.83797,0.90083,0.93346,0.91136,0.83797,0.90083,0.93346,0.86558,0.26649,0.3363,0.46813,0.0011,0,4.2256e-05,4.2256e-05,4.2256e-05
142,4156.27,0.24391,0.26751,0.13477,0.00105,0.05489,0.84725,0.89677,0.92969,0.90823,0.84725,0.89677,0.92969,0.86434,0.26684,0.3308,0.48881,0.0011,0,3.85864e-05,3.85864e-05,3.85864e-05
143,4185.69,0.25029,0.27818,0.12904,0.00104,0.04844,0.85416,0.91523,0.93868,0.91695,0.85416,0.91523,0.93868,0.87512,0.26404,0.33212,0.43583,0.00109,0,3.49168e-05,3.49168e-05,3.49168e-05
144,4214.78,0.24357,0.26412,0.12229,0.00103,0.04387,0.86275,0.89411,0.93478,0.91343,0.86275,0.89411,0.93478,0.86926,0.26765,0.33505,0.4524,0.0011,0,3.12472e-05,3.12472e-05,3.12472e-05
145,4244.26,0.24429,0.26527,0.1294,0.00104,0.04911,0.86458,0.88574,0.93245,0.91233,0.86458,0.88574,0.9328,0.86601,0.26024,0.33063,0.45769,0.00107,0,2.75776e-05,2.75776e-05,2.75776e-05
146,4273.72,0.24092,0.26819,0.13193,0.00102,0.05635,0.85197,0.92505,0.93895,0.91695,0.85197,0.92505,0.93932,0.87283,0.26367,0.32281,0.40669,0.00108,0,2.3908e-05,2.3908e-05,2.3908e-05
